Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00      12/12          std::optional<FragShader>* std::__uninitialized_copy_a<std::optional<FragShader> const*, std::optional<FragShader>*, std::optional<FragShader> >(std::optional<FragShader> const*, std::optional<FragShader> const*, std::optional<FragShader>*, std::allocator<std::optional<FragShader> >&) [1003]
[1002]   0.0    0.00    0.00      12         std::optional<FragShader>* std::uninitialized_copy<std::optional<FragShader> const*, std::optional<FragShader>*>(std::optional<FragShader> const*, std::optional<FragShader> const*, std::optional<FragShader>*) [1002]
                0.00    0.00      12/12          std::optional<FragShader>* std::__uninitialized_copy<false>::__uninit_copy<std::optional<FragShader> const*, std::optional<FragShader>*>(std::optional<FragShader> const*, std::optional<FragShader> const*, std::optional<FragShader>*) [985]
-----------------------------------------------
                0.00    0.00      12/12          std::optional<FragShader>* std::__uninitialized_move_if_noexcept_a<std::optional<FragShader>*, std::optional<FragShader>*, std::allocator<std::optional<FragShader> > >(std::optional<FragShader>*, std::optional<FragShader>*, std::optional<FragShader>*, std::allocator<std::optional<FragShader> >&) [1004]
[1003]   0.0    0.00    0.00      12         std::optional<FragShader>* std::__uninitialized_copy_a<std::optional<FragShader> const*, std::optional<FragShader>*, std::optional<FragShader> >(std::optional<FragShader> const*, std::optional<FragShader> const*, std::optional<FragShader>*, std::allocator<std::optional<FragShader> >&) [1003]
                0.00    0.00      12/12          std::optional<FragShader>* std::uninitialized_copy<std::optional<FragShader> const*, std::optional<FragShader>*>(std::optional<FragShader> const*, std::optional<FragShader> const*, std::optional<FragShader>*) [1002]
-----------------------------------------------
                0.00    0.00      12/12          void std::vector<std::optional<FragShader>, std::allocator<std::optional<FragShader> > >::_M_realloc_insert<std::optional<FragShader> const&>(__gnu_cxx::__normal_iterator<std::optional<FragShader>*, std::vector<std::optional<FragShader>, std::allocator<std::optional<FragShader> > > >, std::optional<FragShader> const&) [1122]
[1004]   0.0    0.00    0.00      12         std::optional<FragShader>* std::__uninitialized_move_if_noexcept_a<std::optional<FragShader>*, std::optional<FragShader>*, std::allocator<std::optional<FragShader> > >(std::optional<FragShader>*, std::optional<FragShader>*, std::optional<FragShader>*, std::allocator<std::optional<FragShader> >&) [1004]
                0.00    0.00      24/24          std::optional<FragShader> const* std::__make_move_if_noexcept_iterator<std::optional<FragShader>, std::optional<FragShader> const*>(std::optional<FragShader>*) [797]
                0.00    0.00      12/12          std::optional<FragShader>* std::__uninitialized_copy_a<std::optional<FragShader> const*, std::optional<FragShader>*, std::optional<FragShader> >(std::optional<FragShader> const*, std::optional<FragShader> const*, std::optional<FragShader>*, std::allocator<std::optional<FragShader> >&) [1003]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Construct<Transform, Transform const&>(Transform*, Transform const&) [993]
[1005]   0.0    0.00    0.00      12         Transform const& std::forward<Transform const&>(std::remove_reference<Transform const&>::type&) [1005]
-----------------------------------------------
                0.00    0.00       1/11          void std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_assign<std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [1465]
                0.00    0.00       1/11          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_move_assign(std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >&&, std::integral_constant<bool, true>) [1461]
                0.00    0.00       1/11          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::begin() [1463]
                0.00    0.00       1/11          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [1460]
                0.00    0.00       3/11          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [1223]
                0.00    0.00       4/11          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_update_bbegin() [1327]
[1006]   0.0    0.00    0.00      11         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [1006]
-----------------------------------------------
                0.00    0.00       5/11          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base() [1137]
                0.00    0.00       6/11          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1116]
[1007]   0.0    0.00    0.00      11         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [1007]
                0.00    0.00       8/8           std::__new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [1033]
-----------------------------------------------
                0.00    0.00       2/11          std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::vector(std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > > const&) [1370]
                0.00    0.00       2/11          std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::_M_move_assign(std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >&&, std::integral_constant<bool, true>) [1643]
                0.00    0.00       2/11          void std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::_M_range_initialize<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > const*>(std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > const*, std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > const*, std::forward_iterator_tag) [1645]
                0.00    0.00       5/11          std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::~vector() [1146]
[1008]   0.0    0.00    0.00      11         std::_Vector_base<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::_M_get_Tp_allocator() [1008]
-----------------------------------------------
                0.00    0.00       2/10          void std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_assign<std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [1465]
                0.00    0.00       4/10          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [1192]
                0.00    0.00       4/10          std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [1191]
[1009]   0.0    0.00    0.00      10         __gnu_cxx::__aligned_buffer<int>::_M_ptr() [1009]
                0.00    0.00      10/10          __gnu_cxx::__aligned_buffer<int>::_M_addr() [1010]
-----------------------------------------------
                0.00    0.00      10/10          __gnu_cxx::__aligned_buffer<int>::_M_ptr() [1009]
[1010]   0.0    0.00    0.00      10         __gnu_cxx::__aligned_buffer<int>::_M_addr() [1010]
-----------------------------------------------
                0.00    0.00       4/10          std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique<int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [1326]
                0.00    0.00       6/10          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(int const&) [1088]
[1011]   0.0    0.00    0.00      10         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::size() const [1011]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [1131]
[1012]   0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::max_size() const [1012]
                0.00    0.00      10/8114        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [142]
                0.00    0.00      10/483         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [417]
-----------------------------------------------
                0.00    0.00       4/10          std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&, unsigned long) const [1165]
                0.00    0.00       6/10          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(int const&) [1088]
[1013]   0.0    0.00    0.00      10         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [1013]
                0.00    0.00      10/12          std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [981]
                0.00    0.00      10/484         std::hash<int>::operator()(int) const [415]
-----------------------------------------------
                0.00    0.00       4/10          std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique<int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [1326]
                0.00    0.00       6/10          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(int const&) [1088]
[1014]   0.0    0.00    0.00      10         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::__small_size_threshold() [1014]
                0.00    0.00      10/138         std::__detail::_Hashtable_hash_traits<std::hash<int> >::__small_size_threshold() [544]
-----------------------------------------------
                0.00    0.00       1/10          SkinTest() [3]
                0.00    0.00       1/10          std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::_M_move_assign(std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >&&, std::integral_constant<bool, true>) [1643]
                0.00    0.00       1/10          std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::_S_check_init_len(unsigned long, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > const&) [1644]
                0.00    0.00       2/10          std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::vector(std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > > const&) [1370]
                0.00    0.00       5/10          std::_Vector_base<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::_Vector_impl::~_Vector_impl() [1139]
[1015]   0.0    0.00    0.00      10         std::__new_allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > >::~__new_allocator() [1015]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [1147]
[1016]   0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [1016]
                0.00    0.00      10/10          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [1017]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [1016]
[1017]   0.0    0.00    0.00      10         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [1017]
                0.00    0.00      30/5166        int* std::__niter_base<int*>(int*) [183]
                0.00    0.00      10/10          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [1018]
-----------------------------------------------
                0.00    0.00      10/10          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [1017]
[1018]   0.0    0.00    0.00      10         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [1018]
-----------------------------------------------
                0.00    0.00       1/9           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [1330]
                0.00    0.00       2/9           std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique<int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [1326]
                0.00    0.00       6/9           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(int const&) [1088]
[1019]   0.0    0.00    0.00       9         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long) const [1019]
                0.00    0.00       9/9           std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [1020]
-----------------------------------------------
                0.00    0.00       9/9           std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long) const [1019]
[1020]   0.0    0.00    0.00       9         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [1020]
                0.00    0.00       9/575         std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [410]
-----------------------------------------------
                0.00    0.00       9/9           void std::_Destroy<Transform*>(Transform*, Transform*) [1027]
[1021]   0.0    0.00    0.00       9         void std::_Destroy_aux<true>::__destroy<Transform*>(Transform*, Transform*) [1021]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<Transform, std::allocator<Transform> >::~_Vector_base() [1024]
[1022]   0.0    0.00    0.00       9         std::_Vector_base<Transform, std::allocator<Transform> >::_Vector_impl::~_Vector_impl() [1022]
                0.00    0.00       9/17          std::__new_allocator<Transform>::~__new_allocator() [956]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<Transform, std::allocator<Transform> >::~_Vector_base() [1024]
[1023]   0.0    0.00    0.00       9         std::_Vector_base<Transform, std::allocator<Transform> >::_M_deallocate(Transform*, unsigned long) [1023]
                0.00    0.00       3/3           std::__new_allocator<Transform>::deallocate(Transform*, unsigned long) [1257]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<Transform, std::allocator<Transform> >::~vector() [1026]
[1024]   0.0    0.00    0.00       9         std::_Vector_base<Transform, std::allocator<Transform> >::~_Vector_base() [1024]
                0.00    0.00       9/9           std::_Vector_base<Transform, std::allocator<Transform> >::_M_deallocate(Transform*, unsigned long) [1023]
                0.00    0.00       9/9           std::_Vector_base<Transform, std::allocator<Transform> >::_Vector_impl::~_Vector_impl() [1022]
-----------------------------------------------
                0.00    0.00       1/9           SkinTest() [3]
                0.00    0.00       1/9           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [1626]
                0.00    0.00       1/9           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_move_assign(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&&, std::integral_constant<bool, true>) [1623]
                0.00    0.00       1/9           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [1624]
                0.00    0.00       5/9           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [1136]
[1025]   0.0    0.00    0.00       9         std::__new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~__new_allocator() [1025]
-----------------------------------------------
                0.00    0.00       1/9           RiggedMesh::RiggedMesh(std::vector<Vector3, std::allocator<Vector3> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Vector2, std::allocator<Vector2> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::vector<int, std::allocator<int> >&, std::vector<Matrix4, std::allocator<Matrix4> >&, std::vector<Vector3, std::allocator<Vector3> >&, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >) [28]
                0.00    0.00       2/9           RiggedMesh::init() [1409]
                0.00    0.00       3/9           RiggedMesh::~RiggedMesh() [1410]
                0.00    0.00       3/9           std::vector<Transform, std::allocator<Transform> >::_M_move_assign(std::vector<Transform, std::allocator<Transform> >&&, std::integral_constant<bool, true>) [1271]
[1026]   0.0    0.00    0.00       9         std::vector<Transform, std::allocator<Transform> >::~vector() [1026]
                0.00    0.00       9/18          std::_Vector_base<Transform, std::allocator<Transform> >::_M_get_Tp_allocator() [907]
                0.00    0.00       9/9           std::_Vector_base<Transform, std::allocator<Transform> >::~_Vector_base() [1024]
                0.00    0.00       9/9           void std::_Destroy<Transform*>(Transform*, Transform*) [1027]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<Transform, std::allocator<Transform> >::~vector() [1026]
[1027]   0.0    0.00    0.00       9         void std::_Destroy<Transform*>(Transform*, Transform*) [1027]
                0.00    0.00       9/9           void std::_Destroy_aux<true>::__destroy<Transform*>(Transform*, Transform*) [1021]
-----------------------------------------------
                0.00    0.00       8/8           __static_initialization_and_destruction_0() [30]
[1028]   0.0    0.00    0.00       8         BaseMaterial::BaseMaterial(Vector3, float, float, float) [1028]
                0.00    0.00       8/558280      Vector3::Vector3() [38]
                0.00    0.00       8/81508       Vector3::Vector3(Vector3 const&) [44]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > >::vector(std::initializer_list<std::vector<unsigned int, std::allocator<unsigned int> > >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > const&) [1189]
                0.00    0.00       4/8           std::initializer_list<std::vector<unsigned int, std::allocator<unsigned int> > >::end() const [1157]
[1029]   0.0    0.00    0.00       8         std::initializer_list<std::vector<unsigned int, std::allocator<unsigned int> > >::begin() const [1029]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Light, std::allocator<Light> >::_M_check_len(unsigned long, char const*) const [1304]
[1030]   0.0    0.00    0.00       8         std::vector<Light, std::allocator<Light> >::size() const [1030]
-----------------------------------------------
                0.00    0.00       2/8           std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_key_equals(int const&, std::__detail::_Hash_node_value<int, false> const&) const [1315]
